Image URL,Mag,Family,Genus,Species,View,overall body length,distance of vulva from anterior ,% distance of vulva from anterior,stylet or spear length (stomatostyle or odontostyle),% distance from anterior to median bulb relative to length of esophagus,% distance of anterior phasmid from anterior of nematode in relation to body length,% distance of dorsal esophageal gland opening from stylet knobs in relation to stylet length,% distance of phasmid from anus in relation to length of tail,% distance of posterior phasmid from anterior of nematode in relation to body length,% length of anterior female gonad in relation to body length,% length of male gonad relative to body length,% length of posterior female gonad in relation to body length,(distance of dorsal esophageal gland opening from stylet knobs x 100)/(length of stylet),(distance of phasmid(when not erratic) from anus x 100)/( length of tail),body length / distance from anterior to base of esophageal glands,body length / distance from anterior to esophago-intestinal valve,body length / greatest body diameter,body length / tail length,capitulum length in Âµm,conus of stomatostyle/total stomatosyle length,distance from anterior end to excretory pore in µm,distance from base of stylet to median bulb valve/stylet length.,distance from vulva to anus,gubernaculurn length in µm,number of body annules between anterior and excretory pore,number of body annules between anus and tail tip,number of body annules between vulva and anus,number of body annules between vulva and tail tip,number of specimens on which measurements are based,portion of body from anus or cloaca to posterior terminus,SE/L (measured in same units) expressed as %).,spicule length in Âµm,stylet extension (odontophore) length in Âµm,stylet length / body diameter at base of stylet,stylet length/body length (measured in same units as %).,tail length / tail diameter at anus or cloaca,total number of body annules,Flickr URL
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0004/Nem_0001/100x/2324.jpg,100x,Alaimidae,Alaimus,,tail,1536.91,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0004/Nem_0001/100x/2325.jpg,100x,Alaimidae,Alaimus,,anus or cloaca,1536.91,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/010x/2059.jpg,010x,Cephalobidae,Chiloplacus,,body ,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4298.jpg,040x,Cephalobidae,Chiloplacus,,anterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4299.jpg,040x,Cephalobidae,Chiloplacus,,anterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4300.jpg,040x,Cephalobidae,Chiloplacus,,anterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4301.jpg,040x,Cephalobidae,Chiloplacus,,anterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4302.jpg,040x,Cephalobidae,Chiloplacus,,posterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4303.jpg,040x,Cephalobidae,Chiloplacus,,posterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/040x/4304.jpg,040x,Cephalobidae,Chiloplacus,,posterior,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4383.jpg,100x,Cephalobidae,Chiloplacus,,lips,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4384.jpg,100x,Cephalobidae,Chiloplacus,,lips,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4385.jpg,100x,Cephalobidae,Chiloplacus,,lips,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4386.jpg,100x,Cephalobidae,Chiloplacus,,esophagus,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4387.jpg,100x,Cephalobidae,Chiloplacus,,basal bulb,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4388.jpg,100x,Cephalobidae,Chiloplacus,,basal bulb,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4389.jpg,100x,Cephalobidae,Chiloplacus,,vulva,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4390.jpg,100x,Cephalobidae,Chiloplacus,,tail,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0011/Nem_0004/100x/4391.jpg,100x,Cephalobidae,Chiloplacus,,tail,420.68,275.67,65.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/010x/2132.jpg,010x,Cephalobidae,Acrobeles ,,body ,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3365.jpg,040x,Cephalobidae,Acrobeles ,,anterior,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3366.jpg,040x,Cephalobidae,Acrobeles ,,lateral field,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3367.jpg,040x,Cephalobidae,Acrobeles ,,esophagus,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3368.jpg,040x,Cephalobidae,Acrobeles ,,basal bulb,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3369.jpg,040x,Cephalobidae,Acrobeles ,,basal bulb,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3370.jpg,040x,Cephalobidae,Acrobeles ,,grinder,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3371.jpg,040x,Cephalobidae,Acrobeles ,,grinder,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3372.jpg,040x,Cephalobidae,Acrobeles ,,tail,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3373.jpg,040x,Cephalobidae,Acrobeles ,,lateral field,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/040x/3374.jpg,040x,Cephalobidae,Acrobeles ,,tail,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3512.jpg,100x,Cephalobidae,Acrobeles ,,lips,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3513.jpg,100x,Cephalobidae,Acrobeles ,,lips,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3514.jpg,100x,Cephalobidae,Acrobeles ,,lips,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3515.jpg,100x,Cephalobidae,Acrobeles ,,lips,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3516.jpg,100x,Cephalobidae,Acrobeles ,,lips,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3517.jpg,100x,Cephalobidae,Acrobeles ,,lips,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3518.jpg,100x,Cephalobidae,Acrobeles ,,Isthmus,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3519.jpg,100x,Cephalobidae,Acrobeles ,,esophagus,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3520.jpg,100x,Cephalobidae,Acrobeles ,,basal bulb,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3521.jpg,100x,Cephalobidae,Acrobeles ,,basal bulb,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3522.jpg,100x,Cephalobidae,Acrobeles ,,lateral field,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3523.jpg,100x,Cephalobidae,Acrobeles ,,intestine,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3524.jpg,100x,Cephalobidae,Acrobeles ,,vulva,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0015/Nem_0005/100x/3525.jpg,100x,Cephalobidae,Acrobeles ,,tail,371.61,233.34,62.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/010x/2295.jpg,010x,Criconematidae,Mesocriconema,,body ,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/010x/2296.jpg,010x,Criconematidae,Mesocriconema,,body ,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/010x/2297.jpg,010x,Criconematidae,Mesocriconema,,body ,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/020x/1345.jpg,020x,Criconematidae,Mesocriconema,,body ,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/020x/ogf_0002_Nem_005_Gimp_Stitched_20x.jpg,020x,Criconematidae,Mesocriconema,,body ,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/040x/1416.jpg,040x,Criconematidae,Mesocriconema,,anterior,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/040x/1417.jpg,040x,Criconematidae,Mesocriconema,,anterior,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/040x/1418.jpg,040x,Criconematidae,Mesocriconema,,stylet,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/040x/1419.jpg,040x,Criconematidae,Mesocriconema,,mid section,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/040x/1420.jpg,040x,Criconematidae,Mesocriconema,,tail,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1481.jpg,100x,Criconematidae,Mesocriconema,,anterior,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1482.jpg,100x,Criconematidae,Mesocriconema,,basal knob,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1483.jpg,100x,Criconematidae,Mesocriconema,,basal knob,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1484.jpg,100x,Criconematidae,Mesocriconema,,esophagus,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1485.jpg,100x,Criconematidae,Mesocriconema,,mid section,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1486.jpg,100x,Criconematidae,Mesocriconema,,tail,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0002/Nem_0005/100x/1487.jpg,100x,Criconematidae,Mesocriconema,,tail tip,607.78,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/010x/2313.jpg,010x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/010x/2314.jpg,010x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/010x/2315.jpg,010x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/010x/2316.jpg,010x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/020x/1130.jpg,020x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/020x/1519.jpg,020x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/020x/ogf_0003_Nem_004_Gimp_Stitched_20x.jpg,020x,Criconematidae,Mesocriconema,,body ,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/040x/1547.jpg,040x,Criconematidae,Mesocriconema,,anterior,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/040x/1548.jpg,040x,Criconematidae,Mesocriconema,,anterior,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/040x/1549.jpg,040x,Criconematidae,Mesocriconema,,posterior,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1133.jpg,100x,Criconematidae,Mesocriconema,,stylet,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1134.jpg,100x,Criconematidae,Mesocriconema,,esophagus,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1135.jpg,100x,Criconematidae,Mesocriconema,,tail tip,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1575.jpg,100x,Criconematidae,Mesocriconema,,lips,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1576.jpg,100x,Criconematidae,Mesocriconema,,lips,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1577.jpg,100x,Criconematidae,Mesocriconema,,lips,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1578.jpg,100x,Criconematidae,Mesocriconema,,lips,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1579.jpg,100x,Criconematidae,Mesocriconema,,lips,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1580.jpg,100x,Criconematidae,Mesocriconema,,vulva,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1581.jpg,100x,Criconematidae,Mesocriconema,,vulva,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1582.jpg,100x,Criconematidae,Mesocriconema,,vulva,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0003/Nem_0004/100x/1583.jpg,100x,Criconematidae,Mesocriconema,,vulva,591.88,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0006/Nem_0004/010x/2338.jpg,010x,Criconematidae,Mesocriconema,,body ,833.99,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0006/Nem_0004/020x/1646.jpg,020x,Criconematidae,Mesocriconema,,body ,833.99,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0006/Nem_0004/040x/1667.jpg,040x,Criconematidae,Mesocriconema,,anterior,833.99,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
